b'2339',13/3/2016,R,37
b'2339',13/3/2016,R,45
b'2339',13/3/2016,SS,00
b'2339',13/3/2016,SS,01
b'2339',13/3/2016,SS,13
b'2339',13/3/2016,SS,31
b'2339',13/3/2016,SS,32
b'2339',13/3/2016,SS,40
b'1903',4/1/2012,T,02
b'1903',4/1/2012,T,12
b'1903',4/1/2012,T,22
b'1903',4/1/2012,T,23
b'1903',4/1/2012,T,24
b'1903',4/1/2012,T,43
b'1903',4/1/2012,S,08
b'1903',4/1/2012,S,14
b'1903',4/1/2012,S,19
b'1903',4/1/2012,S,28
b'1903',4/1/2012,S,30
b'1903',4/1/2012,S,40
b'1903',4/1/2012,R,02
b'1903',4/1/2012,R,28
b'1903',4/1/2012,R,29
b'1903',4/1/2012,R,36
b'1903',4/1/2012,R,38
b'1903',4/1/2012,R,45
b'1903',4/1/2012,SS,01
b'1903',4/1/2012,SS,04
b'1903',4/1/2012,SS,07
b'1903',4/1/2012,SS,10
b'1903',4/1/2012,SS,40
b'1903',4/1/2012,SS,43
b'1450',26/8/2007,T,00
b'1450',26/8/2007,T,02
b'1450',26/8/2007,T,23
b'1450',26/8/2007,T,39
b'1450',26/8/2007,T,40
b'1450',26/8/2007,T,41
b'1450',26/8/2007,S,06
b'1450',26/8/2007,S,20
b'1450',26/8/2007,S,31
b'1450',26/8/2007,S,32
b'1450',26/8/2007,S,42
b'1450',26/8/2007,S,44
b'1450',26/8/2007,R,03
b'1450',26/8/2007,R,11
b'1450',26/8/2007,R,25
b'1450',26/8/2007,R,33
b'1450',26/8/2007,R,35
b'1450',26/8/2007,R,36
b'1450',26/8/2007,SS,02
b'1450',26/8/2007,SS,13
b'1450',26/8/2007,SS,14
b'1450',26/8/2007,SS,24
b'1450',26/8/2007,SS,29
b'1450',26/8/2007,SS,32
b'2155',4/6/2014,T,00
b'2155',4/6/2014,T,12
b'2155',4/6/2014,T,16
b'2155',4/6/2014,T,22
b'2155',4/6/2014,T,37
b'2155',4/6/2014,T,41
b'2155',4/6/2014,S,11
b'2155',4/6/2014,S,19
b'2155',4/6/2014,S,21
b'2155',4/6/2014,S,28
b'2155',4/6/2014,S,32
b'2155',4/6/2014,S,40
b'2155',4/6/2014,R,16
b'2155',4/6/2014,R,18
b'2155',4/6/2014,R,28
b'2155',4/6/2014,R,29
b'2155',4/6/2014,R,31
b'2155',4/6/2014,R,39
b'2155',4/6/2014,SS,00
b'2155',4/6/2014,SS,04
b'2155',4/6/2014,SS,08
b'2155',4/6/2014,SS,19
b'2155',4/6/2014,SS,31
b'2155',4/6/2014,SS,41
b'2505',11/10/2017,T,20
b'2505',11/10/2017,T,31
b'2505',11/10/2017,T,33
b'2505',11/10/2017,T,37
b'2505',11/10/2017,T,39
b'2505',11/10/2017,T,41
b'2505',11/10/2017,S,01
b'2505',11/10/2017,S,05
b'2505',11/10/2017,S,06
b'2505',11/10/2017,S,15
b'2505',11/10/2017,S,34
b'2505',11/10/2017,S,35
b'2505',11/10/2017,R,07
b'2505',11/10/2017,R,10
b'2505',11/10/2017,R,24
b'2505',11/10/2017,R,27
b'2505',11/10/2017,R,33
b'2505',11/10/2017,R,44
b'2505',11/10/2017,SS,02
b'2505',11/10/2017,SS,05
b'2505',11/10/2017,SS,09
b'2505',11/10/2017,SS,20
b'2505',11/10/2017,SS,22
b'2505',11/10/2017,SS,40
b'1283',18/1/2006,T,00
b'1283',18/1/2006,T,10
b'1283',18/1/2006,T,16
b'1283',18/1/2006,T,20
b'1283',18/1/2006,T,42
b'1283',18/1/2006,T,45
b'1283',18/1/2006,S,00
b'1283',18/1/2006,S,08
b'1283',18/1/2006,S,14
b'1283',18/1/2006,S,15
b'1283',18/1/2006,S,19
b'1283',18/1/2006,S,37
b'1283',18/1/2006,R,00
b'1283',18/1/2006,R,02
b'1283',18/1/2006,R,07
b'1283',18/1/2006,R,21
b'1283',18/1/2006,R,25
b'1283',18/1/2006,R,32
b'1283',18/1/2006,SS,04
b'1283',18/1/2006,SS,05
b'1283',18/1/2006,SS,09
b'1283',18/1/2006,SS,21
b'1283',18/1/2006,SS,33
b'1283',18/1/2006,SS,42
b'1779',26/10/2010,T,07
b'1779',26/10/2010,T,10
b'1779',26/10/2010,T,13
b'1779',26/10/2010,T,24
b'1779',26/10/2010,T,26
b'1779',26/10/2010,T,43
b'1779',26/10/2010,S,08
b'1779',26/10/2010,S,12
b'1779',26/10/2010,S,15
b'1779',26/10/2010,S,23
b'1779',26/10/2010,S,26
b'1779',26/10/2010,S,43
b'1779',26/10/2010,R,06
b'1779',26/10/2010,R,10
b'1779',26/10/2010,R,23
b'1779',26/10/2010,R,37
b'1779',26/10/2010,R,38
b'1779',26/10/2010,R,39
b'1779',26/10/2010,SS,10
b'1779',26/10/2010,SS,14
b'1779',26/10/2010,SS,15
b'1779',26/10/2010,SS,31
b'1779',26/10/2010,SS,39
b'1779',26/10/2010,SS,43
b'1329',28/6/2006,T,04
b'1329',28/6/2006,T,11
b'1329',28/6/2006,T,12
b'1329',28/6/2006,T,18
b'1329',28/6/2006,T,22
b'1329',28/6/2006,T,35
b'1329',28/6/2006,S,04
b'1329',28/6/2006,S,07
b'1329',28/6/2006,S,17
b'1329',28/6/2006,S,22
b'1329',28/6/2006,S,38
b'1329',28/6/2006,S,42
b'1329',28/6/2006,R,01
b'1329',28/6/2006,R,05
b'1329',28/6/2006,R,12
b'1329',28/6/2006,R,21
b'1329',28/6/2006,R,35
b'1329',28/6/2006,R,43
b'1329',28/6/2006,SS,00
b'1329',28/6/2006,SS,03
b'1329',28/6/2006,SS,17
b'1329',28/6/2006,SS,22
b'1329',28/6/2006,SS,29
b'1329',28/6/2006,SS,31
b'1796',26/12/2010,T,02
b'1796',26/12/2010,T,10
b'1796',26/12/2010,T,19
b'1796',26/12/2010,T,20
b'1796',26/12/2010,T,28
b'1796',26/12/2010,T,33
b'1796',26/12/2010,S,02
b'1796',26/12/2010,S,03
b'1796',26/12/2010,S,22
b'1796',26/12/2010,S,24
b'1796',26/12/2010,S,42
b'1796',26/12/2010,S,44
b'1796',26/12/2010,R,00
b'1796',26/12/2010,R,08
b'1796',26/12/2010,R,10
b'1796',26/12/2010,R,14
b'1796',26/12/2010,R,21
b'1796',26/12/2010,R,22
b'1796',26/12/2010,SS,02
b'1796',26/12/2010,SS,06
b'1796',26/12/2010,SS,09
b'1796',26/12/2010,SS,31
b'1796',26/12/2010,SS,33
b'1796',26/12/2010,SS,37
b'2010',13/1/2013,T,00
b'2010',13/1/2013,T,04
b'2010',13/1/2013,T,05
b'2010',13/1/2013,T,15
b'2010',13/1/2013,T,21
b'2010',13/1/2013,T,24
b'2010',13/1/2013,S,12
b'2010',13/1/2013,S,17
b'2010',13/1/2013,S,21
b'2010',13/1/2013,S,23
b'2010',13/1/2013,S,28
b'2010',13/1/2013,S,40
b'2010',13/1/2013,R,01
b'2010',13/1/2013,R,08
b'2010',13/1/2013,R,25
b'2010',13/1/2013,R,32
b'2010',13/1/2013,R,40
b'2010',13/1/2013,R,42
b'2010',13/1/2013,SS,01
b'2010',13/1/2013,SS,05
b'2010',13/1/2013,SS,06
b'2010',13/1/2013,SS,09
b'2010',13/1/2013,SS,28
b'2010',13/1/2013,SS,29
b'2440',26/2/2017,T,11
b'2440',26/2/2017,T,20
b'2440',26/2/2017,T,22
b'2440',26/2/2017,T,26
b'2440',26/2/2017,T,38
b'2440',26/2/2017,T,44
b'2440',26/2/2017,S,02
b'2440',26/2/2017,S,08
b'2440',26/2/2017,S,20
b'2440',26/2/2017,S,29
b'2440',26/2/2017,S,41
b'2440',26/2/2017,S,44
b'2440',26/2/2017,R,04
b'2440',26/2/2017,R,07
b'2440',26/2/2017,R,12
b'2440',26/2/2017,R,17
b'2440',26/2/2017,R,30
b'2440',26/2/2017,R,39
b'2440',26/2/2017,SS,02
b'2440',26/2/2017,SS,13
b'2440',26/2/2017,SS,15
b'2440',26/2/2017,SS,17
b'2440',26/2/2017,SS,24
b'2440',26/2/2017,SS,40
b'2285',2/9/2015,T,04
b'2285',2/9/2015,T,19
b'2285',2/9/2015,T,21
b'2285',2/9/2015,T,29
b'2285',2/9/2015,T,33
b'2285',2/9/2015,T,37
b'2285',2/9/2015,S,13
b'2285',2/9/2015,S,21
b'2285',2/9/2015,S,22
b'2285',2/9/2015,S,24
b'2285',2/9/2015,S,31
b'2285',2/9/2015,S,38
b'2285',2/9/2015,R,06
b'2285',2/9/2015,R,07
b'2285',2/9/2015,R,25
b'2285',2/9/2015,R,29
b'2285',2/9/2015,R,30
b'2285',2/9/2015,R,42
b'2285',2/9/2015,SS,17
b'2285',2/9/2015,SS,18
b'2285',2/9/2015,SS,28
b'2285',2/9/2015,SS,29
b'2285',2/9/2015,SS,37
b'2285',2/9/2015,SS,38
b'1850',3/7/2011,T,01
b'1850',3/7/2011,T,03
b'1850',3/7/2011,T,07
b'1850',3/7/2011,T,08
b'1850',3/7/2011,T,19
b'1850',3/7/2011,T,41
b'1850',3/7/2011,S,01
b'1850',3/7/2011,S,25
b'1850',3/7/2011,S,31
b'1850',3/7/2011,S,36
b'1850',3/7/2011,S,44
b'1850',3/7/2011,S,45
b'1850',3/7/2011,R,16
b'1850',3/7/2011,R,30
b'1850',3/7/2011,R,35
b'1850',3/7/2011,R,37
b'1850',3/7/2011,R,41
b'1850',3/7/2011,R,43
b'1850',3/7/2011,SS,02
b'1850',3/7/2011,SS,09
b'1850',3/7/2011,SS,14
b'1850',3/7/2011,SS,25
b'1850',3/7/2011,SS,32
b'1850',3/7/2011,SS,37
b'1503',5/3/2008,T,01
b'1503',5/3/2008,T,08
b'1503',5/3/2008,T,23
b'1503',5/3/2008,T,29
b'1503',5/3/2008,T,41
b'1503',5/3/2008,T,43
b'1503',5/3/2008,S,05
b'1503',5/3/2008,S,12
b'1503',5/3/2008,S,13
b'1503',5/3/2008,S,15
b'1503',5/3/2008,S,20
b'1503',5/3/2008,S,45
b'1503',5/3/2008,R,05
b'1503',5/3/2008,R,08
b'1503',5/3/2008,R,09
b'1503',5/3/2008,R,12
b'1503',5/3/2008,R,20
b'1503',5/3/2008,R,36
b'1503',5/3/2008,SS,00
b'1503',5/3/2008,SS,04
b'1503',5/3/2008,SS,09
b'1503',5/3/2008,SS,18
b'1503',5/3/2008,SS,22
b'1503',5/3/2008,SS,31
b'1446',12/8/2007,T,02
b'1446',12/8/2007,T,07
b'1446',12/8/2007,T,09
b'1446',12/8/2007,T,22
b'1446',12/8/2007,T,34
b'1446',12/8/2007,T,41
b'1446',12/8/2007,S,03
b'1446',12/8/2007,S,06
b'1446',12/8/2007,S,18
b'1446',12/8/2007,S,23
b'1446',12/8/2007,S,29
b'1446',12/8/2007,S,30
b'1446',12/8/2007,R,00
b'1446',12/8/2007,R,01
b'1446',12/8/2007,R,12
b'1446',12/8/2007,R,17
b'1446',12/8/2007,R,23
b'1446',12/8/2007,R,33
b'1446',12/8/2007,SS,15
b'1446',12/8/2007,SS,18
b'1446',12/8/2007,SS,34
b'1446',12/8/2007,SS,37
b'1446',12/8/2007,SS,38
b'1446',12/8/2007,SS,41
b'1915',15/2/2012,T,11
b'1915',15/2/2012,T,12
b'1915',15/2/2012,T,26
b'1915',15/2/2012,T,28
b'1915',15/2/2012,T,40
b'1915',15/2/2012,T,43
b'1915',15/2/2012,S,01
b'1915',15/2/2012,S,06
b'1915',15/2/2012,S,13
b'1915',15/2/2012,S,27
b'1915',15/2/2012,S,29
b'1915',15/2/2012,S,38
b'1915',15/2/2012,R,12
b'1915',15/2/2012,R,25
b'1915',15/2/2012,R,26
b'1915',15/2/2012,R,30
b'1915',15/2/2012,R,31
b'1915',15/2/2012,R,34
b'1915',15/2/2012,SS,01
b'1915',15/2/2012,SS,02
b'1915',15/2/2012,SS,07
b'1915',15/2/2012,SS,20
b'1915',15/2/2012,SS,31
b'1915',15/2/2012,SS,42
b'2513',8/11/2017,T,00
b'2513',8/11/2017,T,01
b'2513',8/11/2017,T,08
b'2513',8/11/2017,T,28
b'2513',8/11/2017,T,44
b'2513',8/11/2017,T,45
b'2513',8/11/2017,S,19
b'2513',8/11/2017,S,20
b'2513',8/11/2017,S,22
b'2513',8/11/2017,S,28
b'2513',8/11/2017,S,37
b'2513',8/11/2017,S,40
b'2513',8/11/2017,R,10
b'2513',8/11/2017,R,11
b'2513',8/11/2017,R,28
b'2513',8/11/2017,R,29
b'2513',8/11/2017,R,36
b'2513',8/11/2017,R,45
b'2513',8/11/2017,SS,03
b'2513',8/11/2017,SS,08
b'2513',8/11/2017,SS,15
b'2513',8/11/2017,SS,17
b'2513',8/11/2017,SS,24
b'2513',8/11/2017,SS,28
b'2143',23/4/2014,T,01
b'2143',23/4/2014,T,18
b'2143',23/4/2014,T,25
b'2143',23/4/2014,T,26
b'2143',23/4/2014,T,31
b'2143',23/4/2014,T,40
b'2143',23/4/2014,S,05
b'2143',23/4/2014,S,08
b'2143',23/4/2014,S,10
b'2143',23/4/2014,S,18
b'2143',23/4/2014,S,20
b'2143',23/4/2014,S,23
b'2143',23/4/2014,R,03
b'2143',23/4/2014,R,22
b'2143',23/4/2014,R,35
b'2143',23/4/2014,R,39
b'2143',23/4/2014,R,40
b'2143',23/4/2014,R,42
b'2143',23/4/2014,SS,05
b'2143',23/4/2014,SS,27
b'2143',23/4/2014,SS,28
b'2143',23/4/2014,SS,29
b'2143',23/4/2014,SS,35
b'2143',23/4/2014,SS,38
b'2456',23/4/2017,T,05
b'2456',23/4/2017,T,06
b'2456',23/4/2017,T,08
b'2456',23/4/2017,T,10
b'2456',23/4/2017,T,37
b'2456',23/4/2017,T,38
b'2456',23/4/2017,S,05
b'2456',23/4/2017,S,07
b'2456',23/4/2017,S,15
b'2456',23/4/2017,S,29
b'2456',23/4/2017,S,34
b'2456',23/4/2017,S,44
b'2456',23/4/2017,R,06
b'2456',23/4/2017,R,10
b'2456',23/4/2017,R,16
b'2456',23/4/2017,R,21
b'2456',23/4/2017,R,24
b'2456',23/4/2017,R,32
b'2456',23/4/2017,SS,05
b'2456',23/4/2017,SS,30
b'2456',23/4/2017,SS,39
b'2456',23/4/2017,SS,40
b'2456',23/4/2017,SS,41
b'2456',23/4/2017,SS,45
b'2006',30/12/2012,T,12
b'2006',30/12/2012,T,15
b'2006',30/12/2012,T,27
b'2006',30/12/2012,T,36
b'2006',30/12/2012,T,39
b'2006',30/12/2012,T,41
b'2006',30/12/2012,S,01
b'2006',30/12/2012,S,04
b'2006',30/12/2012,S,06
b'2006',30/12/2012,S,15
b'2006',30/12/2012,S,17
b'2006',30/12/2012,S,20
b'2006',30/12/2012,R,01
b'2006',30/12/2012,R,23
b'2006',30/12/2012,R,29
b'2006',30/12/2012,R,42
b'2006',30/12/2012,R,43
b'2006',30/12/2012,R,45
b'2006',30/12/2012,SS,03
b'2006',30/12/2012,SS,10
b'2006',30/12/2012,SS,21
b'2006',30/12/2012,SS,28
b'2006',30/12/2012,SS,40
b'2006',30/12/2012,SS,45
b'1780',31/10/2010,T,09
b'1780',31/10/2010,T,18
b'1780',31/10/2010,T,22
b'1780',31/10/2010,T,23
b'1780',31/10/2010,T,42
b'1780',31/10/2010,T,44
b'1780',31/10/2010,S,00
b'1780',31/10/2010,S,04
b'1780',31/10/2010,S,17
b'1780',31/10/2010,S,18
b'1780',31/10/2010,S,22
b'1780',31/10/2010,S,45
b'1780',31/10/2010,R,00
b'1780',31/10/2010,R,02
b'1780',31/10/2010,R,04
b'1780',31/10/2010,R,20
b'1780',31/10/2010,R,25
b'1780',31/10/2010,R,44
b'1780',31/10/2010,SS,08
b'1780',31/10/2010,SS,13
b'1780',31/10/2010,SS,22
b'1780',31/10/2010,SS,31
b'1780',31/10/2010,SS,39
b'1780',31/10/2010,SS,43
b'1554',31/8/2008,T,10
b'1554',31/8/2008,T,16
b'1554',31/8/2008,T,20
b'1554',31/8/2008,T,22
b'1554',31/8/2008,T,31
b'1554',31/8/2008,T,44
b'1554',31/8/2008,S,04
b'1554',31/8/2008,S,07
b'1554',31/8/2008,S,12
b'1554',31/8/2008,S,18
b'1554',31/8/2008,S,26
b'1554',31/8/2008,S,32
b'1554',31/8/2008,R,04
b'1554',31/8/2008,R,05
b'1554',31/8/2008,R,11
b'1554',31/8/2008,R,20
b'1554',31/8/2008,R,24
b'1554',31/8/2008,R,33
b'1554',31/8/2008,SS,05
b'1554',31/8/2008,SS,12
b'1554',31/8/2008,SS,14
b'1554',31/8/2008,SS,35
b'1554',31/8/2008,SS,41
b'1554',31/8/2008,SS,44
b'1807',2/2/2011,T,00
b'1807',2/2/2011,T,01
b'1807',2/2/2011,T,07
b'1807',2/2/2011,T,08
b'1807',2/2/2011,T,10
b'1807',2/2/2011,T,21
b'1807',2/2/2011,S,05
b'1807',2/2/2011,S,12
b'1807',2/2/2011,S,22
b'1807',2/2/2011,S,25
b'1807',2/2/2011,S,27
b'1807',2/2/2011,S,31
b'1807',2/2/2011,R,03
b'1807',2/2/2011,R,06
b'1807',2/2/2011,R,13
b'1807',2/2/2011,R,31
b'1807',2/2/2011,R,42
b'1807',2/2/2011,R,44
b'1807',2/2/2011,SS,01
b'1807',2/2/2011,SS,03
b'1807',2/2/2011,SS,11
